"StartDate","EndDate","Status","Progress","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","browser","version","os","consent","seed","user_id","STUDY_ID","SESSION_ID","img_path","total_trials","budget","TotalTrialsSingle","TotalTrialsMultiple","COMP_CODE","vis","phrasing","FL_9_DO","index","block","response","trial"
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",1,"single",0,4
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",2,"single",0,11
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",3,"single",0,16
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",4,"single",1,3
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",5,"single",0,9
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",6,"single",0,15
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",7,"single",0,101
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",8,"single",0,6
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",9,"single",0,7
"2024-09-12 15:24:02","2024-09-12 15:28:48","IP Address","100","True","2024-09-12 15:28:49","R_6eFxCjSzyCJwF53","anonymous","EN","1","Chrome","128.0.0.0","Windows NT 10.0","Yes","5637","58f5d869","66e3484fc1e6f6e4818b08d0","66e35bed31dd343eecc744be","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","5000","18","12","CK3LYXU8","ensembles","reliable","FL_26",10,"single",0,13
